amfi_code,scheme_name,alpha_pct,beta,r_squared
119598,SBI Small Cap Fund - Regular Plan - Growth,30.336965386983323,-0.02319606204405971,0.00014142575502721738
149324,DSP Small Cap Fund - Regular - Growth,30.05787817097677,0.011455159960520695,3.532990626795555e-05
120505,ICICI Pru Midcap Fund - Regular - Growth,29.26358334175106,0.000549004250631731,1.3455341675669786e-07
148569,Mirae Asset Tax Saver Fund - Regular - Growth,28.27036785246582,0.01813388408385925,0.0001748888656812956
120843,Kotak Flexicap Fund - Regular - Growth,27.330465038306055,-0.02282956979242654,0.00034305434271514486
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,27.19535450128533,0.005103525830528313,1.2066520635068172e-05
148567,Mirae Asset Large Cap Fund - Regular - Growth,26.98375144191807,0.023683558075848616,0.00046254369066238443
149323,DSP Midcap Fund - Regular - Growth,26.598577542043046,-0.002523004664699212,3.3579781920087663e-06
119094,Axis Midcap Fund - Regular - Growth,26.07666908004223,-0.0662654286280376,0.0019368789369602333
119551,SBI Bluechip Fund - Regular Plan - Growth,23.201007160635083,-0.03175144113890976,0.0008869788879322828
118632,Nippon India Large Cap Fund - Regular - Growth,21.829397904608644,-0.008353832126962014,5.791756270127824e-05
101206,ABSL Frontline Equity Fund - Regular - Growth,21.399784776051213,0.02108631625012804,0.0003480482030714255
120504,ICICI Pru Bluechip Fund - Direct - Growth,21.19482701352573,0.016232169761417024,0.00021216129075887503
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,20.873010086942337,-0.02638771994384303,0.00048592647527973253
119552,SBI Bluechip Fund - Direct Plan - Growth,19.86859936686296,-0.02615930751351341,0.0005850821704543429
125497,HDFC Top 100 Fund - Direct Plan - Growth,17.729754927531765,0.048820404259577385,0.0018401792783071574
120503,ICICI Pru Bluechip Fund - Regular - Growth,17.703302365844074,-0.0402689523698206,0.001397444608331861
118634,Nippon India Small Cap Fund - Regular - Growth,17.50072167561127,0.10349663691337589,0.0027930065610663234
102885,UTI Nifty 50 Index Fund - Regular - Growth,17.048756803412697,-0.019486785689474536,0.0003828503073092387
120506,ICICI Pru Value Discovery Fund - Regular - Growth,16.25385327998104,0.04189646272811975,0.0012571178108220728
102887,UTI Flexi Cap Fund - Regular - Growth,16.211256794033254,0.016682689437770806,0.00018619166432850125
118633,Nippon India Large Cap Fund - Direct - Growth,15.643835948169668,-0.03663900671860934,0.0011382947171084277
118635,Nippon India ETF Nifty 50 BeES,15.136354648239239,-0.001433521389780139,2.0253408972328594e-06
149322,DSP Top 100 Equity Fund - Regular - Growth,13.173190226099432,-0.004050271130006511,1.322760788085031e-05
120841,Kotak Bluechip Fund - Regular - Growth,13.042924450705446,0.0363563990221998,0.0012113711061211869
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,11.98910097121797,0.009054412621739139,4.043746553634231e-05
101207,ABSL Small Cap Fund - Regular - Growth,10.897091901704538,-0.06528924788351526,0.0010641052735572626
119093,Axis Bluechip Fund - Direct - Growth,8.232801295222094,0.02588321244009315,0.000569203809024487
120842,Kotak Emerging Equity Fund - Regular - Growth,7.80443887615508,0.018056874208118162,0.00016915548838314365
119092,Axis Bluechip Fund - Regular - Growth,6.899529821677549,0.009730745001153627,8.082637693810755e-05
120507,ICICI Pru Liquid Fund - Regular - Growth,6.746210411099539,-0.0004440926329707226,0.00013430661440679822
120844,Kotak Liquid Fund - Regular - Growth,6.4556774953759986,-0.0004007442394784006,0.00010125435692271745
101208,ABSL Liquid Fund - Regular - Growth,6.086145795787115,0.00026670968338238335,4.6076236771051994e-05
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,5.620895216638369,-0.006413850728276476,0.00043426033217200524
118636,Nippon India Gilt Securities Fund - Regular - Growth,5.074772999976104,0.0012566742731558475,1.6516652310332796e-05
119599,SBI Small Cap Fund - Direct Plan - Growth,4.882421594553985,0.06200180438267164,0.001025920532676595
119095,Axis Small Cap Fund - Regular - Growth,4.801595363775955,-0.06695117463929198,0.0011851593464486706
100025,HDFC Short Term Debt Fund - Regular - Growth,4.281792031506088,0.0011582183155281417,1.4612842041844915e-05
100016,HDFC Top 100 Fund - Regular Plan - Growth,3.747580763443281,-0.05826843143880891,0.002665032698133324
102886,UTI Mid Cap Fund - Regular - Growth,2.8969397866379443,-0.04212502902189429,0.0008964294600687565
